startingAirport,destinationAirport,baseFare,totalFare,seatsRemaining,segmentsAirlineName,segmentsDurationInSeconds,segmentsDistance
JFK,ATL,301.4,338.61,1,Delta,9000,762
JFK,ATL,329.3,368.6,1,Delta,8880,762
JFK,ATL,329.3,368.6,1,Delta,9360,762
JFK,ATL,329.3,368.6,5,Delta,9480,762
JFK,ATL,347.98,388.68,3,American Airlines,9420,762
JFK,ATL,347.98,388.68,2,American Airlines,9900,762
JFK,ATL,431.63,478.6,2,Delta,9540,762
JFK,ATL,431.63,478.6,4,Delta,9600,762
JFK,BOS,106.05,128.6,4,JetBlue Airways,4380,185
JFK,BOS,110.7,133.6,7,JetBlue Airways,4860,185
JFK,BOS,129.3,153.6,2,American Airlines,4560,185
JFK,BOS,129.3,153.6,2,JetBlue Airways,4560,185
JFK,BOS,133.95,158.6,2,American Airlines,4860,185
JFK,BOS,152.56,178.6,4,Delta,4740,185
JFK,BOS,152.56,178.6,2,Delta,4800,185
JFK,BOS,152.56,178.6,4,Delta,4920,185
JFK,BOS,152.56,178.6,1,Delta,5100,185
JFK,BOS,152.56,178.6,3,Delta,5340,185
JFK,BOS,152.56,178.6,1,Delta,5400,185
JFK,BOS,166.51,193.6,1,American Airlines,4380,185
JFK,BOS,166.51,193.6,1,JetBlue Airways,4380,185
JFK,BOS,226.98,258.6,1,American Airlines,4320,185
JFK,BOS,226.98,258.6,1,JetBlue Airways,4320,185
JFK,BOS,264.84,299.3,4,JetBlue Airways,4500,185
JFK,BOS,264.84,299.3,7,JetBlue Airways,5400,185
JFK,BOS,264.84,299.3,7,JetBlue Airways,5460,185
JFK,BOS,295.07,331.8,4,American Airlines,4500,185
JFK,BOS,295.07,331.8,7,American Airlines,5400,185
JFK,BOS,295.07,331.8,7,American Airlines,5460,185
JFK,CLT,357.21,398.6,5,American Airlines,7620,545
JFK,CLT,357.21,398.6,5,JetBlue Airways,7620,545
JFK,CLT,357.21,398.6,9,Delta,7860,545
JFK,CLT,357.21,398.6,1,Delta,8400,545
JFK,CLT,357.21,398.6,9,Delta,8580,545
JFK,CLT,357.21,398.6,9,Delta,8820,545
JFK,CLT,357.21,398.6,9,Delta,8940,545
JFK,CLT,431.63,478.6,1,American Airlines,7020,545
JFK,CLT,431.63,478.6,1,JetBlue Airways,7020,545
JFK,CLT,431.63,478.6,2,American Airlines,7500,545
JFK,CLT,431.63,478.6,2,JetBlue Airways,7500,545
JFK,DEN,185.12,213.6,7,JetBlue Airways,17280,1621
JFK,DEN,208.37,238.6,3,Delta,16980,1621
JFK,DEN,233.02,265.1,1,American Airlines,17280,1621
JFK,DFW,157.21,183.6,7,JetBlue Airways,14880,1380
JFK,DFW,180.47,208.61,2,American Airlines,14880,1380
JFK,DFW,226.98,258.6,9,Delta,15120,1380
JFK,DFW,296.74,333.6,2,American Airlines,14700,1380
JFK,DFW,296.74,333.6,2,JetBlue Airways,14700,1380
JFK,DFW,310.7,348.6,3,Delta,14880,1380
JFK,DFW,450.23,498.6,2,American Airlines,14760,1380
JFK,DFW,450.23,498.6,2,JetBlue Airways,14760,1380
JFK,DTW,217.67,248.6,7,JetBlue Airways,7620,485
JFK,DTW,217.67,248.6,7,JetBlue Airways,7680,485
JFK,DTW,240.93,273.6,7,American Airlines,7620,485
JFK,DTW,240.93,273.6,7,American Airlines,7680,485
JFK,DTW,292.09,328.6,1,Delta,8100,485
JFK,DTW,357.21,398.6,1,Delta,7320,485
JFK,IAD,259.53,293.6,1,Delta,5160,221
JFK,IAD,259.53,293.6,4,Delta,5580,221
JFK,IAD,560.93,617.6,1,Delta,4740,221
JFK,LAX,327.44,366.6,1,American Airlines,22140,2458
JFK,LAX,327.44,366.6,1,JetBlue Airways,22140,2458
JFK,LAX,327.44,366.6,7,JetBlue Airways,22200,2458
JFK,LAX,327.44,366.6,7,JetBlue Airways,22440,2458
JFK,LAX,327.44,366.6,7,JetBlue Airways,22500,2458
JFK,LAX,327.44,366.6,1,JetBlue Airways,22800,2458
JFK,LAX,327.44,366.6,1,American Airlines,22800,2458
JFK,LAX,327.44,366.6,2,United,22860,2458
JFK,LAX,364.65,406.6,1,JetBlue Airways,22140,2458
JFK,LAX,364.65,406.6,1,American Airlines,22140,2458
JFK,LAX,364.65,406.6,2,American Airlines,22800,2458
JFK,LAX,364.65,406.6,2,JetBlue Airways,22800,2458
JFK,LAX,394.42,438.6,4,Delta,22200,2458
JFK,LAX,394.42,438.6,2,Delta,22200,2458
JFK,LAX,394.42,438.6,3,Delta,22260,2458
JFK,LAX,394.42,438.6,1,Delta,22800,2458
JFK,LAX,394.42,438.6,2,Delta,23100,2458
JFK,LAX,405.28,450.28,7,JetBlue Airways,22620,2436
JFK,LAX,410.49,455.88,7,JetBlue Airways,21600,2458
JFK,LAX,410.49,455.88,6,JetBlue Airways,21900,2458
JFK,LAX,410.49,455.88,7,JetBlue Airways,22920,2458
JFK,LAX,410.49,455.88,7,JetBlue Airways,23220,2458
JFK,LAX,461.75,510.98,4,American Airlines,21900,2458
JFK,LAX,461.75,510.98,7,American Airlines,22500,2458
JFK,LAX,466.75,516.36,7,JetBlue Airways,22140,2458
JFK,LAX,478.14,528.6,9,Delta,22380,2458
JFK,LAX,478.14,528.6,5,Delta,22560,2458
JFK,LAX,478.14,528.6,6,Delta,22800,2458
JFK,LAX,487.44,538.6,3,American Airlines,22740,2458
JFK,LAX,487.44,538.6,2,American Airlines,22740,2458
JFK,LAX,487.44,538.6,2,JetBlue Airways,22740,2458
JFK,LAX,487.44,538.6,3,JetBlue Airways,22740,2458
JFK,LAX,487.44,538.6,1,American Airlines,22800,2458
JFK,LAX,487.44,538.6,1,JetBlue Airways,22800,2458
JFK,LAX,506.05,558.6,3,United,22800,2458
JFK,LAX,571.16,628.6,1,American Airlines,22800,2458
JFK,LAX,639.7,702.28,7,JetBlue Airways,22020,2458
JFK,LAX,690.96,757.38,7,American Airlines,22020,2458
JFK,LAX,1488.37,1614.6,1,JetBlue Airways,22800,2458
JFK,MIA,254.88,288.6,7,JetBlue Airways,12120,1104
JFK,MIA,329.3,368.6,9,Delta,10860,1104
JFK,MIA,332.35,371.88,5,JetBlue Airways,11940,1104
JFK,MIA,332.35,371.88,5,JetBlue Airways,12360,1104
JFK,MIA,413.02,458.6,2,Delta,10860,1104
JFK,MIA,413.02,458.6,1,American Airlines,10860,1104
JFK,MIA,413.02,458.6,3,Delta,11640,1104
JFK,MIA,413.02,458.6,5,Delta,11640,1104
JFK,ORD,141.4,166.61,6,JetBlue Airways,9660,720
JFK,ORD,141.4,166.61,6,American Airlines,9660,720
JFK,ORD,141.4,166.61,1,Delta,10680,720
JFK,ORD,217.67,248.6,5,Delta,9960,720
JFK,ORD,217.67,248.6,5,Delta,10440,720
JFK,ORD,292.09,328.6,2,Delta,9960,720
JFK,SFO,318.14,356.6,7,JetBlue Airways,23880,2566
JFK,SFO,318.14,356.6,7,JetBlue Airways,23880,2566
JFK,SFO,318.14,356.6,7,American Airlines,23880,2566
JFK,SFO,318.14,356.6,7,American Airlines,23880,2566
JFK,SFO,318.14,356.6,8,Delta,24060,2566
JFK,SFO,318.14,356.6,2,Alaska Airlines,24180,2566
JFK,SFO,318.14,356.6,7,JetBlue Airways,24240,2566
JFK,SFO,318.14,356.6,7,JetBlue Airways,24720,2566
JFK,SFO,318.14,356.6,9,Delta,24840,2566
JFK,SFO,318.14,356.6,9,Delta,25080,2566
JFK,SFO,366.51,408.6,1,Alaska Airlines,24000,2566
JFK,SFO,366.51,408.6,6,Alaska Airlines,24000,2566
JFK,SFO,370.7,413.1,7,American Airlines,24240,2566
JFK,SFO,370.7,413.1,5,American Airlines,24720,2566
JFK,SFO,375.81,418.6,1,JetBlue Airways,24060,2566
JFK,SFO,375.81,418.6,1,American Airlines,24060,2566
JFK,SFO,450.23,498.6,8,Delta,24360,2566
JFK,SFO,459.53,508.6,2,American Airlines,24600,2566
JFK,SFO,459.53,508.6,2,JetBlue Airways,24600,2566
JFK,SFO,506.05,558.6,2,United,23100,2566
JFK,SFO,577.19,635.08,5,JetBlue Airways,23460,2566
JFK,SFO,737.84,807.78,5,American Airlines,23460,2566
JFK,SFO,757.21,828.6,1,United,22800,2566
LAX,ATL,450.23,498.6,8,Delta,14160,1919
LAX,ATL,450.23,498.6,9,Delta,14220,1919
LAX,ATL,450.23,498.6,9,Delta,14340,1919
LAX,ATL,543.26,598.61,9,Delta,14880,1943
LAX,ATL,543.26,598.61,7,Delta,14940,1943
LAX,ATL,543.26,598.61,9,Delta,14940,1943
LAX,ATL,543.26,598.61,9,Delta,15000,1943
LAX,ATL,543.26,598.61,9,Delta,15060,1943
LAX,ATL,543.26,598.61,9,Delta,15120,1943
LAX,ATL,543.26,598.61,6,Delta,15120,1943
LAX,ATL,543.26,598.61,9,Delta,15180,1943
LAX,ATL,543.26,598.61,9,Delta,15180,1943
LAX,ATL,543.26,598.61,9,Delta,15360,1943
LAX,ATL,543.26,598.61,7,Alaska Airlines,15480,1943
LAX,ATL,543.26,598.61,7,American Airlines,15480,1943
LAX,BOS,315.35,353.6,9,United,19740,2606
LAX,BOS,315.35,353.6,9,United,19740,2606
LAX,BOS,315.35,353.6,7,American Airlines,19800,2606
LAX,BOS,315.35,353.6,9,Delta,19800,2606
LAX,BOS,315.35,353.6,9,Delta,19800,2606
LAX,BOS,315.35,353.6,7,JetBlue Airways,19800,2606
LAX,BOS,315.35,353.6,7,American Airlines,19860,2606
LAX,BOS,315.35,353.6,7,JetBlue Airways,19860,2606
LAX,BOS,315.35,353.6,7,JetBlue Airways,19860,2606
LAX,BOS,315.35,353.6,2,Delta,19920,2606
LAX,BOS,315.35,353.6,7,JetBlue Airways,19980,2606
LAX,BOS,315.35,353.6,7,JetBlue Airways,20100,2606
LAX,BOS,315.35,353.6,7,American Airlines,20100,2606
LAX,BOS,315.35,353.6,7,JetBlue Airways,20160,2606
LAX,BOS,315.35,353.6,8,Delta,20280,2606
LAX,BOS,315.35,353.6,7,JetBlue Airways,20280,2606
LAX,BOS,352.56,393.6,3,JetBlue Airways,19800,2606
LAX,BOS,352.56,393.6,3,American Airlines,19800,2606
LAX,BOS,372.56,415.1,7,American Airlines,19860,2606
LAX,CLT,348.84,389.6,5,American Airlines,16680,2121
LAX,CLT,348.84,389.6,6,American Airlines,16920,2121
LAX,CLT,348.84,389.6,4,American Airlines,17040,2121
LAX,CLT,348.84,389.6,4,American Airlines,17040,2121
LAX,CLT,348.84,389.6,6,American Airlines,17220,2121
LAX,CLT,348.84,389.6,7,American Airlines,17340,2121
LAX,DEN,129.66,153.99,4,Frontier Airlines,8160,827
LAX,DEN,208.37,238.6,9,United,8100,848
LAX,DEN,208.37,238.6,9,United,8340,848
LAX,DEN,208.37,238.6,9,United,8400,848
LAX,DEN,208.37,238.6,2,United,8400,848
LAX,DEN,208.37,238.6,9,United,8400,848
LAX,DEN,208.37,238.6,9,United,8400,848
LAX,DEN,208.37,238.6,9,United,8520,848
LAX,DEN,208.37,238.6,9,United,8580,848
LAX,DEN,208.37,238.6,4,Delta,8640,848
LAX,DEN,208.37,238.6,1,Delta,8820,848
LAX,DEN,213.95,244.6,9,United,7920,827
LAX,DEN,338.6,378.6,2,Delta,8640,848
LAX,DFW,262.33,296.61,9,Delta,10440,1238
LAX,DFW,262.33,296.61,6,American Airlines,10500,1238
LAX,DFW,262.33,296.61,7,American Airlines,10860,1238
LAX,DFW,262.33,296.61,9,Delta,10920,1238
LAX,DFW,262.33,296.61,7,American Airlines,10980,1238
LAX,DFW,262.33,296.61,7,American Airlines,10980,1238
LAX,DFW,262.33,296.61,7,American Airlines,10980,1238
LAX,DFW,262.33,296.61,7,American Airlines,11040,1238
LAX,DFW,262.33,296.61,7,American Airlines,11040,1238
LAX,DFW,262.33,296.61,7,American Airlines,11100,1238
LAX,DFW,262.33,296.61,7,American Airlines,11100,1238
LAX,DFW,262.33,296.61,7,American Airlines,11100,1238
LAX,DFW,262.33,296.61,7,American Airlines,11220,1238
LAX,DFW,273.49,308.6,7,American Airlines,10380,1215
LAX,DFW,273.49,308.6,3,American Airlines,10440,1215
LAX,DFW,273.49,308.6,7,American Airlines,10440,1215
LAX,DFW,273.49,308.6,3,American Airlines,10560,1215
LAX,DFW,305.12,342.6,7,American Airlines,11220,1238
LAX,DTW,496.74,548.6,9,Delta,15420,1985
LAX,DTW,496.74,548.6,9,Delta,15600,1985
LAX,DTW,496.74,548.6,9,Delta,15660,1985
LAX,DTW,496.74,548.6,9,Delta,15660,1985
LAX,DTW,496.74,548.6,8,Delta,15720,1985
LAX,DTW,496.74,548.6,9,Delta,15960,1985
LAX,EWR,327.44,366.6,9,United,18480,2458
LAX,EWR,327.44,366.6,9,United,18540,2458
LAX,EWR,327.44,366.6,9,United,18900,2458
LAX,EWR,327.44,366.6,7,JetBlue Airways,18900,2458
LAX,EWR,327.44,366.6,6,United,18960,2458
LAX,EWR,327.44,366.6,9,United,19080,2458
LAX,EWR,327.44,366.6,7,JetBlue Airways,19080,2458
LAX,EWR,327.44,366.6,7,Alaska Airlines,19200,2458
LAX,EWR,327.44,366.6,7,JetBlue Airways,19260,2458
LAX,EWR,327.44,366.6,7,Alaska Airlines,19320,2458
LAX,EWR,327.44,366.6,9,United,19380,2458
LAX,EWR,327.44,366.6,6,United,19920,2458
LAX,EWR,413.02,458.6,2,United,19920,2458
LAX,EWR,457.37,506.27,7,American Airlines,18900,2458
LAX,EWR,457.37,506.27,7,American Airlines,19080,2458
LAX,EWR,457.37,506.27,7,American Airlines,19260,2458
LAX,EWR,506.05,558.6,1,United,18300,2458
LAX,EWR,552.18,608.19,7,JetBlue Airways,19560,2458
LAX,EWR,686.58,752.67,7,American Airlines,19560,2458
LAX,IAD,228.84,260.6,3,United,17580,2295
LAX,IAD,357.21,398.6,1,Alaska Airlines,17520,2295
LAX,IAD,413.02,458.6,1,United,17460,2295
LAX,IAD,413.02,458.6,1,United,17520,2295
LAX,IAD,459.53,508.6,3,United,17460,2295
LAX,IAD,459.53,508.6,4,United,17580,2295
LAX,IAD,552.56,608.6,4,Alaska Airlines,17700,2295
LAX,IAD,599.07,658.6,1,United,16740,2295
LAX,JFK,322.79,361.6,9,Delta,19140,2458
LAX,JFK,322.79,361.6,9,Delta,19200,2458
LAX,JFK,322.79,361.6,9,Delta,19380,2458
LAX,JFK,322.79,361.6,9,Delta,19380,2458
LAX,JFK,322.79,361.6,9,Delta,19440,2458
LAX,JFK,322.79,361.6,3,Delta,19560,2458
LAX,JFK,322.79,361.6,9,Delta,19800,2458
LAX,JFK,322.79,361.6,9,Delta,19800,2458
LAX,JFK,327.44,366.6,9,United,19440,2458
LAX,JFK,327.44,366.6,7,American Airlines,19740,2458
LAX,JFK,327.44,366.6,6,JetBlue Airways,19740,2458
LAX,JFK,327.44,366.6,7,JetBlue Airways,19740,2458
LAX,JFK,327.44,366.6,6,American Airlines,19740,2458
LAX,JFK,327.44,366.6,7,JetBlue Airways,19800,2458
LAX,JFK,327.44,366.6,7,American Airlines,19800,2458
LAX,JFK,327.44,366.6,7,JetBlue Airways,19800,2458
LAX,JFK,327.44,366.6,7,American Airlines,19800,2458
LAX,JFK,327.44,366.6,7,American Airlines,19800,2458
LAX,JFK,327.44,366.6,7,JetBlue Airways,19800,2458
LAX,JFK,327.44,366.6,7,American Airlines,19860,2458
LAX,JFK,327.44,366.6,7,JetBlue Airways,19860,2458
LAX,JFK,327.44,366.6,7,American Airlines,19920,2458
LAX,JFK,327.44,366.6,7,JetBlue Airways,19920,2458
LAX,JFK,327.44,366.6,7,JetBlue Airways,19920,2458
LAX,JFK,327.44,366.6,7,American Airlines,19920,2458
LAX,JFK,327.44,366.6,7,JetBlue Airways,19920,2458
LAX,JFK,327.44,366.6,7,JetBlue Airways,20220,2458
LAX,JFK,327.44,366.6,7,JetBlue Airways,20220,2458
LAX,JFK,327.44,366.6,7,JetBlue Airways,20220,2458
LAX,JFK,327.44,366.6,7,JetBlue Airways,20520,2458
LAX,JFK,357.21,398.6,1,United,19560,2458
LAX,JFK,405.28,450.28,7,JetBlue Airways,19380,2436
LAX,JFK,410.49,455.88,7,JetBlue Airways,20400,2458
LAX,JFK,466.75,516.36,7,JetBlue Airways,19860,2458
LAX,JFK,487.44,538.6,6,American Airlines,19680,2458
LAX,JFK,546.97,602.59,5,JetBlue Airways,20100,2458
LAX,JFK,639.7,702.28,3,JetBlue Airways,19920,2458
LAX,MIA,157.21,183.6,7,American Airlines,17880,2339
LAX,MIA,157.21,183.6,7,JetBlue Airways,18120,2339
LAX,MIA,157.21,183.6,4,American Airlines,18120,2339
LAX,MIA,157.21,183.6,1,American Airlines,18240,2339
LAX,MIA,157.21,183.6,5,American Airlines,18240,2339
LAX,MIA,157.21,183.6,7,JetBlue Airways,18480,2339
LAX,MIA,180.47,208.61,3,American Airlines,18060,2339
LAX,MIA,222.33,253.61,4,American Airlines,17520,2339
LAX,MIA,222.33,253.61,2,American Airlines,17940,2339
LAX,MIA,296.74,333.6,2,American Airlines,18000,2339
LAX,OAK,217.67,248.6,4,Delta,4560,338
LAX,OAK,217.67,248.6,2,Delta,4740,338
LAX,OAK,217.67,248.6,2,Delta,5040,338
LAX,ORD,322.79,361.6,7,American Airlines,13920,1745
LAX,ORD,322.79,361.6,7,American Airlines,13920,1745
LAX,ORD,322.79,361.6,5,United,13980,1745
LAX,ORD,322.79,361.6,3,United,14100,1745
LAX,ORD,322.79,361.6,7,American Airlines,14640,1745
LAX,ORD,322.79,361.6,9,United,14640,1745
LAX,ORD,322.79,361.6,2,American Airlines,14700,1745
LAX,ORD,322.79,361.6,7,American Airlines,14760,1745
LAX,ORD,322.79,361.6,3,American Airlines,14820,1745
LAX,ORD,322.79,361.6,7,American Airlines,14820,1745
LAX,ORD,322.79,361.6,3,United,15000,1745
LAX,ORD,385.12,428.6,1,United,14640,1745
LAX,ORD,385.12,428.6,1,United,14880,1745
LAX,ORD,459.53,508.6,1,United,14760,1745
LAX,ORD,459.53,508.6,1,United,14760,1745
LAX,PHL,399.07,443.6,7,American Airlines,18540,2397
LAX,PHL,399.07,443.6,2,American Airlines,18600,2397
LAX,PHL,399.07,443.6,3,American Airlines,18600,2397
LAX,PHL,399.07,443.6,7,American Airlines,18660,2397
LAX,PHL,599.07,658.6,7,American Airlines,18480,2397
LAX,SFO,139.53,164.6,6,Delta,4680,339
LAX,SFO,139.53,164.6,1,American Airlines,5160,339
LAX,SFO,139.53,164.6,2,Delta,5220,339
LAX,SFO,139.53,164.6,8,United,5340,339
LAX,SFO,139.53,164.6,7,Alaska Airlines,5400,339
LAX,SFO,139.53,164.6,9,United,5460,339
LAX,SFO,155.35,181.6,3,Alaska Airlines,5040,339
LAX,SFO,155.35,181.6,2,United,5100,351
LAX,SFO,161.86,188.6,7,JetBlue Airways,5640,339
LAX,SFO,185.12,213.6,5,Alaska Airlines,4980,339
LAX,SFO,185.12,213.6,3,Alaska Airlines,5040,339
LAX,SFO,189.77,218.6,1,United,5400,339
LAX,SFO,189.77,218.6,2,United,5760,339
LAX,SFO,208.37,238.6,5,Alaska Airlines,4980,339
LAX,SFO,208.37,238.6,1,Alaska Airlines,5160,339
LAX,SFO,217.67,248.6,1,Delta,4440,339
LAX,SFO,217.67,248.6,6,Delta,4740,339
LAX,SFO,217.67,248.6,1,American Airlines,5160,339
LAX,SFO,217.67,248.6,1,American Airlines,5220,339
LAX,SFO,236.28,268.6,7,Alaska Airlines,4980,339
LAX,SFO,236.28,268.6,1,Alaska Airlines,5100,339
LAX,SFO,264.19,298.6,3,United,5460,339
LAX,SFO,264.19,298.6,1,United,5700,339
LAX,SFO,292.09,328.6,2,Delta,4440,339
LAX,SFO,292.09,328.6,3,Delta,4800,339
LAX,SFO,292.09,328.6,1,Delta,4860,339
LAX,SFO,320,358.6,1,United,5580,351
LAX,SFO,394.42,438.6,1,United,5760,339
LGA,ATL,227.91,259.6,2,JetBlue Airways,9120,762
LGA,ATL,227.91,259.6,2,American Airlines,9120,762
LGA,ATL,227.91,259.6,3,JetBlue Airways,9900,762
LGA,ATL,227.91,259.6,3,American Airlines,9900,762
LGA,ATL,254.88,288.6,1,Delta,8880,762
LGA,ATL,254.88,288.6,1,Delta,9000,762
LGA,ATL,254.88,288.6,1,Delta,9360,762
LGA,ATL,292.09,328.6,3,JetBlue Airways,9120,762
LGA,ATL,292.09,328.6,3,American Airlines,9120,762
LGA,ATL,310.7,348.6,2,Delta,8940,762
LGA,ATL,310.7,348.6,1,Delta,9060,762
LGA,ATL,310.7,348.6,8,Delta,9180,762
LGA,ATL,310.7,348.6,1,Delta,9180,762
LGA,ATL,310.7,348.6,3,Delta,9540,762
LGA,ATL,310.7,348.6,4,Delta,9540,762
LGA,ATL,320.36,358.99,4,Frontier Airlines,9240,762
LGA,ATL,371.16,413.6,3,Delta,8700,762
LGA,ATL,371.16,413.6,3,Delta,9300,762
LGA,ATL,371.16,413.6,1,Delta,9480,762
LGA,BOS,129.3,153.6,7,JetBlue Airways,5280,185
LGA,BOS,152.56,178.6,5,Delta,4140,185
LGA,BOS,152.56,178.6,5,Delta,4740,185
LGA,BOS,152.56,178.6,9,Delta,4800,185
LGA,BOS,152.56,178.6,4,Delta,4920,185
LGA,BOS,152.56,178.6,3,Delta,5040,185
LGA,BOS,152.56,178.6,2,Delta,5100,185
LGA,BOS,152.56,178.6,1,Delta,5160,185
LGA,BOS,152.56,178.6,7,Delta,5220,185
LGA,BOS,165.66,192.69,7,JetBlue Airways,5160,185
LGA,BOS,165.66,192.69,7,JetBlue Airways,5220,185
LGA,BOS,165.66,192.69,7,JetBlue Airways,5400,185
LGA,BOS,186.49,215.08,7,JetBlue Airways,4800,185
LGA,BOS,186.49,215.08,7,JetBlue Airways,4920,185
LGA,BOS,186.49,215.08,7,JetBlue Airways,5160,185
LGA,BOS,191.7,220.68,7,American Airlines,5160,185
LGA,BOS,191.7,220.68,6,American Airlines,5220,185
LGA,BOS,191.7,220.68,5,American Airlines,5280,185
LGA,BOS,191.7,220.68,7,American Airlines,5400,185
LGA,BOS,228.17,259.88,7,JetBlue Airways,4980,185
LGA,BOS,236.28,268.6,4,Delta,4860,185
LGA,BOS,236.28,268.6,1,Delta,5040,185
LGA,BOS,236.28,268.6,7,Delta,5400,185
LGA,BOS,245.58,278.6,2,Delta,5220,185
LGA,BOS,254.22,287.89,7,American Airlines,4800,185
LGA,BOS,254.22,287.89,7,American Airlines,4920,185
LGA,BOS,254.22,287.89,7,American Airlines,4980,185
LGA,BOS,254.22,287.89,7,American Airlines,5160,185
LGA,CLT,357.21,398.6,6,American Airlines,7200,545
LGA,CLT,357.21,398.6,6,JetBlue Airways,7200,545
LGA,CLT,357.21,398.6,3,JetBlue Airways,7440,545
LGA,CLT,357.21,398.6,7,JetBlue Airways,7440,545
LGA,CLT,357.21,398.6,7,American Airlines,7440,545
LGA,CLT,357.21,398.6,3,American Airlines,7440,545
LGA,CLT,357.21,398.6,3,JetBlue Airways,7620,545
LGA,CLT,357.21,398.6,3,American Airlines,7620,545
LGA,CLT,357.21,398.6,7,JetBlue Airways,7920,545
LGA,CLT,357.21,398.6,7,American Airlines,7920,545
LGA,CLT,357.21,398.6,9,Delta,7980,545
LGA,CLT,357.21,398.6,9,Delta,8100,545
LGA,CLT,357.21,398.6,9,Delta,8100,545
LGA,CLT,357.21,398.6,9,Delta,8100,545
LGA,CLT,357.21,398.6,9,Delta,8220,545
LGA,CLT,431.63,478.6,1,JetBlue Airways,7860,545
LGA,CLT,431.63,478.6,1,American Airlines,7860,545
LGA,DEN,180.47,208.61,7,JetBlue Airways,15540,1621
LGA,DEN,180.47,208.61,7,JetBlue Airways,16320,1621
LGA,DEN,180.47,208.61,2,United,16440,1621
LGA,DEN,180.47,208.61,2,United,16500,1621
LGA,DEN,180.47,208.61,1,United,16500,1621
LGA,DEN,208.37,238.6,7,American Airlines,15540,1621
LGA,DEN,208.37,238.6,1,American Airlines,16320,1621
LGA,DEN,264.19,298.6,3,Delta,16380,1621
LGA,DEN,268.84,303.6,1,United,16020,1621
LGA,DEN,268.84,303.6,1,United,16440,1621
LGA,DEN,268.84,303.6,1,United,16440,1621
LGA,DEN,268.84,303.6,1,United,16560,1621
LGA,DFW,180.47,208.61,1,JetBlue Airways,14460,1380
LGA,DFW,180.47,208.61,1,American Airlines,14460,1380
LGA,DFW,180.47,208.61,4,JetBlue Airways,14580,1380
LGA,DFW,180.47,208.61,4,American Airlines,14580,1380
LGA,DFW,180.47,208.61,3,American Airlines,14880,1380
LGA,DFW,180.47,208.61,1,American Airlines,14880,1380
LGA,DFW,180.47,208.61,3,JetBlue Airways,14880,1380
LGA,DFW,180.47,208.61,1,JetBlue Airways,14880,1380
LGA,DFW,180.47,208.61,3,American Airlines,14940,1380
LGA,DFW,180.47,208.61,1,American Airlines,14940,1380
LGA,DFW,180.47,208.61,1,JetBlue Airways,14940,1380
LGA,DFW,180.47,208.61,3,JetBlue Airways,14940,1380
LGA,DFW,226.98,258.6,2,American Airlines,14520,1380
LGA,DFW,226.98,258.6,2,JetBlue Airways,14520,1380
LGA,DFW,226.98,258.6,1,American Airlines,14520,1380
LGA,DFW,226.98,258.6,1,JetBlue Airways,14520,1380
LGA,DFW,226.98,258.6,1,JetBlue Airways,14580,1380
LGA,DFW,226.98,258.6,1,American Airlines,14580,1380
LGA,DFW,226.98,258.6,9,Delta,14640,1380
LGA,DFW,226.98,258.6,2,Delta,14880,1380
LGA,DFW,226.98,258.6,3,Delta,15000,1380
LGA,DFW,226.98,258.6,4,Delta,15300,1380
LGA,DFW,296.74,333.6,2,American Airlines,14880,1380
LGA,DFW,296.74,333.6,2,JetBlue Airways,14880,1380
LGA,DFW,387.91,431.6,1,JetBlue Airways,14820,1380
LGA,DFW,387.91,431.6,1,American Airlines,14820,1380
LGA,DTW,217.67,248.6,1,Delta,6660,485
LGA,DTW,217.67,248.6,5,American Airlines,7380,485
LGA,DTW,217.67,248.6,5,JetBlue Airways,7380,485
LGA,DTW,217.67,248.6,6,American Airlines,7440,485
LGA,DTW,217.67,248.6,6,JetBlue Airways,7440,485
LGA,DTW,217.67,248.6,9,Delta,7620,485
LGA,DTW,217.67,248.6,6,Delta,7740,485
LGA,DTW,227.91,259.6,2,American Airlines,6840,485
LGA,DTW,227.91,259.6,2,JetBlue Airways,6840,485
LGA,DTW,227.91,259.6,2,JetBlue Airways,7620,485
LGA,DTW,227.91,259.6,2,American Airlines,7620,485
LGA,DTW,292.09,328.6,2,Delta,7200,485
LGA,DTW,292.09,328.6,4,Delta,7320,485
LGA,DTW,292.09,328.6,9,Delta,7560,485
LGA,IAD,245.58,278.6,1,United,5100,221
LGA,IAD,245.58,278.6,3,United,5100,221
LGA,IAD,245.58,278.6,1,United,5400,221
LGA,IAD,245.58,278.6,3,United,5400,221
LGA,IAD,245.58,278.6,2,United,5400,221
LGA,IAD,245.58,278.6,2,United,5580,221
LGA,IAD,245.58,278.6,3,United,5700,221
LGA,IAD,320,358.6,1,United,5100,221
LGA,IAD,868.84,948.6,1,United,4980,221
LGA,MIA,329.3,368.6,6,Delta,11520,1104
LGA,MIA,332.09,371.6,2,American Airlines,11940,1104
LGA,MIA,332.09,371.6,2,JetBlue Airways,11940,1104
LGA,MIA,332.09,371.6,1,American Airlines,12060,1104
LGA,MIA,332.09,371.6,3,American Airlines,12060,1104
LGA,MIA,332.09,371.6,1,JetBlue Airways,12060,1104
LGA,MIA,332.09,371.6,3,JetBlue Airways,12060,1104
LGA,MIA,366.87,408.99,4,Frontier Airlines,10980,1104
LGA,MIA,413.02,458.6,1,Delta,10740,1104
LGA,MIA,413.02,458.6,4,Delta,11220,1104
LGA,MIA,413.02,458.6,2,JetBlue Airways,12000,1104
